timestamp,road_id,road_name,hour,day_of_week,is_weekend,volume,capacity,congestion_pct,incident
2026-04-02 02:00:00,R4,Ring Road (Highway),2,3,0,227.3,1400,16.2,0
2026-04-02 02:00:00,R5,Market Square (Arterial),2,3,0,117.4,700,16.8,0
2026-04-02 03:00:00,R1,MG Road (Highway),3,3,0,179.7,1200,15.0,0
2026-04-02 03:00:00,R2,Station Road (Arterial),3,3,0,149.0,800,18.6,0
2026-04-02 03:00:00,R3,College Chowk (Residential),3,3,0,57.4,400,14.3,0
2026-04-02 03:00:00,R4,Ring Road (Highway),3,3,0,249.7,1400,17.8,0
2026-04-02 03:00:00,R5,Market Square (Arterial),3,3,0,120.0,700,17.1,0
2026-04-02 04:00:00,R1,MG Road (Highway),4,3,0,201.6,1200,16.8,0
2026-04-02 04:00:00,R2,Station Road (Arterial),4,3,0,130.3,800,16.3,0
2026-04-02 04:00:00,R3,College Chowk (Residential),4,3,0,54.6,400,13.6,0
2026-04-02 04:00:00,R4,Ring Road (Highway),4,3,0,215.2,1400,15.4,0
2026-04-02 04:00:00,R5,Market Square (Arterial),4,3,0,109.3,700,15.6,0
2026-04-02 05:00:00,R1,MG Road (Highway),5,3,0,184.7,1200,15.4,0
2026-04-02 05:00:00,R2,Station Road (Arterial),5,3,0,125.0,800,15.6,0
2026-04-02 05:00:00,R3,College Chowk (Residential),5,3,0,60.4,400,15.1,0
2026-04-02 05:00:00,R4,Ring Road (Highway),5,3,0,233.4,1400,16.7,0
2026-04-02 05:00:00,R5,Market Square (Arterial),5,3,0,116.9,700,16.7,0
2026-04-02 06:00:00,R1,MG Road (Highway),6,3,0,282.9,1200,23.6,0
2026-04-02 06:00:00,R2,Station Road (Arterial),6,3,0,150.2,800,18.8,0
2026-04-02 06:00:00,R3,College Chowk (Residential),6,3,0,74.2,400,18.5,0
2026-04-02 06:00:00,R4,Ring Road (Highway),6,3,0,341.8,1400,24.4,0
2026-04-02 06:00:00,R5,Market Square (Arterial),6,3,0,159.9,700,22.8,0
2026-04-02 07:00:00,R1,MG Road (Highway),7,3,0,526.3,1200,43.9,0
2026-04-02 07:00:00,R2,Station Road (Arterial),7,3,0,259.7,800,32.5,0
2026-04-02 07:00:00,R3,College Chowk (Residential),7,3,0,133.4,400,33.3,0
2026-04-02 07:00:00,R4,Ring Road (Highway),7,3,0,492.4,1400,35.2,0
2026-04-02 07:00:00,R5,Market Square (Arterial),7,3,0,234.7,700,33.5,0
2026-04-02 08:00:00,R1,MG Road (Highway),8,3,0,746.3,1200,62.2,0
2026-04-02 08:00:00,R2,Station Road (Arterial),8,3,0,546.7,800,68.3,0
2026-04-02 08:00:00,R3,College Chowk (Residential),8,3,0,189.9,400,47.5,0
2026-04-02 08:00:00,R4,Ring Road (Highway),8,3,0,792.0,1400,56.6,0
2026-04-02 08:00:00,R5,Market Square (Arterial),8,3,0,383.6,700,54.8,0
2026-04-02 09:00:00,R1,MG Road (Highway),9,3,0,912.3,1200,76.0,0
2026-04-02 09:00:00,R2,Station Road (Arterial),9,3,0,483.2,800,60.4,0
2026-04-02 09:00:00,R3,College Chowk (Residential),9,3,0,206.1,400,51.5,0
2026-04-02 09:00:00,R4,Ring Road (Highway),9,3,0,1162.8,1400,83.1,0
2026-04-02 09:00:00,R5,Market Square (Arterial),9,3,0,572.3,700,81.8,0
2026-04-02 10:00:00,R1,MG Road (Highway),10,3,0,752.9,1200,62.7,0
2026-04-02 10:00:00,R2,Station Road (Arterial),10,3,0,457.7,800,57.2,0
2026-04-02 10:00:00,R3,College Chowk (Residential),10,3,0,191.1,400,47.8,0
2026-04-02 10:00:00,R4,Ring Road (Highway),10,3,0,1016.6,1400,72.6,0
2026-04-02 10:00:00,R5,Market Square (Arterial),10,3,0,441.8,700,63.1,0
2026-04-02 11:00:00,R1,MG Road (Highway),11,3,0,498.7,1200,41.6,0
2026-04-02 11:00:00,R2,Station Road (Arterial),11,3,0,285.8,800,35.7,0
2026-04-02 11:00:00,R3,College Chowk (Residential),11,3,0,116.8,400,29.2,0
2026-04-02 11:00:00,R4,Ring Road (Highway),11,3,0,550.1,1400,39.3,0
2026-04-02 11:00:00,R5,Market Square (Arterial),11,3,0,264.1,700,37.7,0
2026-04-02 12:00:00,R1,MG Road (Highway),12,3,0,234.2,1200,19.5,0
2026-04-02 12:00:00,R2,Station Road (Arterial),12,3,0,190.2,800,23.8,0
2026-04-02 12:00:00,R3,College Chowk (Residential),12,3,0,65.6,400,16.4,0
2026-04-02 12:00:00,R4,Ring Road (Highway),12,3,0,363.0,1400,25.9,0
2026-04-02 12:00:00,R5,Market Square (Arterial),12,3,0,163.8,700,23.4,0
2026-04-02 13:00:00,R1,MG Road (Highway),13,3,0,216.3,1200,18.0,0
2026-04-02 13:00:00,R2,Station Road (Arterial),13,3,0,139.1,800,17.4,0
2026-04-02 13:00:00,R3,College Chowk (Residential),13,3,0,53.3,400,13.3,0
2026-04-02 13:00:00,R4,Ring Road (Highway),13,3,0,232.5,1400,16.6,0
2026-04-02 13:00:00,R5,Market Square (Arterial),13,3,0,123.0,700,17.6,0
2026-04-02 14:00:00,R1,MG Road (Highway),14,3,0,230.6,1200,19.2,0
2026-04-02 14:00:00,R2,Station Road (Arterial),14,3,0,129.6,800,16.2,0
2026-04-02 14:00:00,R3,College Chowk (Residential),14,3,0,51.2,400,12.8,0
2026-04-02 14:00:00,R4,Ring Road (Highway),14,3,0,235.4,1400,16.8,0
2026-04-02 14:00:00,R5,Market Square (Arterial),14,3,0,130.3,700,18.6,0
2026-04-02 15:00:00,R1,MG Road (Highway),15,3,0,300.4,1200,25.0,0
2026-04-02 15:00:00,R2,Station Road (Arterial),15,3,0,173.1,800,21.6,0
2026-04-02 15:00:00,R3,College Chowk (Residential),15,3,0,70.4,400,17.6,0
2026-04-02 15:00:00,R4,Ring Road (Highway),15,3,0,287.5,1400,20.5,0
2026-04-02 15:00:00,R5,Market Square (Arterial),15,3,0,162.0,700,23.1,0
2026-04-02 16:00:00,R1,MG Road (Highway),16,3,0,448.2,1200,37.3,0
2026-04-02 16:00:00,R2,Station Road (Arterial),16,3,0,253.0,800,31.6,0
2026-04-02 16:00:00,R3,College Chowk (Residential),16,3,0,92.0,400,23.0,0
2026-04-02 16:00:00,R4,Ring Road (Highway),16,3,0,435.7,1400,31.1,0
2026-04-02 16:00:00,R5,Market Square (Arterial),16,3,0,228.5,700,32.6,0
2026-04-02 17:00:00,R1,MG Road (Highway),17,3,0,776.1,1200,64.7,0
2026-04-02 17:00:00,R2,Station Road (Arterial),17,3,0,498.9,800,62.4,0
2026-04-02 17:00:00,R3,College Chowk (Residential),17,3,0,171.3,400,42.8,0
2026-04-02 17:00:00,R4,Ring Road (Highway),17,3,0,772.8,1400,55.2,0
2026-04-02 17:00:00,R5,Market Square (Arterial),17,3,0,407.8,700,58.3,0
2026-04-02 18:00:00,R1,MG Road (Highway),18,3,0,961.9,1200,80.2,0
2026-04-02 18:00:00,R2,Station Road (Arterial),18,3,0,645.3,800,80.7,0
2026-04-02 18:00:00,R3,College Chowk (Residential),18,3,0,230.2,400,57.5,0
2026-04-02 18:00:00,R4,Ring Road (Highway),18,3,0,1163.2,1400,83.1,0
2026-04-02 18:00:00,R5,Market Square (Arterial),18,3,0,530.2,700,75.7,0
2026-04-02 19:00:00,R1,MG Road (Highway),19,3,0,1026.6,1200,85.6,0
2026-04-02 19:00:00,R2,Station Road (Arterial),19,3,0,587.6,800,73.4,0
2026-04-02 19:00:00,R3,College Chowk (Residential),19,3,0,228.5,400,57.1,0
2026-04-02 19:00:00,R4,Ring Road (Highway),19,3,0,1246.5,1400,89.0,0
2026-04-02 19:00:00,R5,Market Square (Arterial),19,3,0,586.6,700,83.8,0
2026-04-02 20:00:00,R1,MG Road (Highway),20,3,0,608.3,1200,50.7,0
2026-04-02 20:00:00,R2,Station Road (Arterial),20,3,0,428.0,800,53.5,0
2026-04-02 20:00:00,R3,College Chowk (Residential),20,3,0,194.6,400,48.7,0
2026-04-02 20:00:00,R4,Ring Road (Highway),20,3,0,722.4,1400,51.6,0
2026-04-02 20:00:00,R5,Market Square (Arterial),20,3,0,424.1,700,60.6,0
2026-04-02 21:00:00,R1,MG Road (Highway),21,3,0,452.1,1200,37.7,0
2026-04-02 21:00:00,R2,Station Road (Arterial),21,3,0,253.2,800,31.7,0
2026-04-02 21:00:00,R3,College Chowk (Residential),21,3,0,107.2,400,26.8,0
2026-04-02 21:00:00,R4,Ring Road (Highway),21,3,0,402.1,1400,28.7,0
2026-04-02 21:00:00,R5,Market Square (Arterial),21,3,0,275.6,700,39.4,0
2026-04-02 22:00:00,R1,MG Road (Highway),22,3,0,262.4,1200,21.9,0
2026-04-02 22:00:00,R2,Station Road (Arterial),22,3,0,179.0,800,22.4,0
2026-04-02 22:00:00,R3,College Chowk (Residential),22,3,0,70.6,400,17.6,0
2026-04-02 22:00:00,R4,Ring Road (Highway),22,3,0,335.5,1400,24.0,0
2026-04-02 22:00:00,R5,Market Square (Arterial),22,3,0,146.1,700,20.9,0
2026-04-02 23:00:00,R1,MG Road (Highway),23,3,0,217.4,1200,18.1,0
2026-04-02 23:00:00,R2,Station Road (Arterial),23,3,0,139.7,800,17.5,0
2026-04-02 23:00:00,R3,College Chowk (Residential),23,3,0,57.2,400,14.3,0
2026-04-02 23:00:00,R4,Ring Road (Highway),23,3,0,262.9,1400,18.8,0
2026-04-02 23:00:00,R5,Market Square (Arterial),23,3,0,115.7,700,16.5,0
2026-04-03 00:00:00,R1,MG Road (Highway),0,4,0,189.4,1200,15.8,0
2026-04-03 00:00:00,R2,Station Road (Arterial),0,4,0,138.6,800,17.3,0
2026-04-03 00:00:00,R3,College Chowk (Residential),0,4,0,41.9,400,10.5,0
2026-04-03 00:00:00,R4,Ring Road (Highway),0,4,0,253.3,1400,18.1,0
2026-04-03 00:00:00,R5,Market Square (Arterial),0,4,0,109.8,700,15.7,0
2026-04-03 01:00:00,R1,MG Road (Highway),1,4,0,199.9,1200,16.7,0
2026-04-03 01:00:00,R2,Station Road (Arterial),1,4,0,118.2,800,14.8,0
2026-04-03 01:00:00,R3,College Chowk (Residential),1,4,0,49.8,400,12.5,0
2026-04-03 01:00:00,R4,Ring Road (Highway),1,4,0,247.9,1400,17.7,0
2026-04-03 01:00:00,R5,Market Square (Arterial),1,4,0,119.4,700,17.1,0
2026-04-03 02:00:00,R1,MG Road (Highway),2,4,0,207.9,1200,17.3,0
2026-04-03 02:00:00,R2,Station Road (Arterial),2,4,0,125.9,800,15.7,0
2026-04-03 02:00:00,R3,College Chowk (Residential),2,4,0,44.2,400,11.1,0
2026-04-03 02:00:00,R4,Ring Road (Highway),2,4,0,209.8,1400,15.0,0
2026-04-03 02:00:00,R5,Market Square (Arterial),2,4,0,109.4,700,15.6,0
2026-04-03 03:00:00,R1,MG Road (Highway),3,4,0,207.4,1200,17.3,0
2026-04-03 03:00:00,R2,Station Road (Arterial),3,4,0,125.8,800,15.7,0
2026-04-03 03:00:00,R3,College Chowk (Residential),3,4,0,54.0,400,13.5,0
2026-04-03 03:00:00,R4,Ring Road (Highway),3,4,0,233.6,1400,16.7,0
2026-04-03 03:00:00,R5,Market Square (Arterial),3,4,0,113.0,700,16.1,0
2026-04-03 04:00:00,R1,MG Road (Highway),4,4,0,238.1,1200,19.8,0
2026-04-03 04:00:00,R2,Station Road (Arterial),4,4,0,130.0,800,16.2,0
2026-04-03 04:00:00,R3,College Chowk (Residential),4,4,0,48.6,400,12.2,0
2026-04-03 04:00:00,R4,Ring Road (Highway),4,4,0,260.3,1400,18.6,0
2026-04-03 04:00:00,R5,Market Square (Arterial),4,4,0,124.2,700,17.7,0
2026-04-03 05:00:00,R1,MG Road (Highway),5,4,0,244.2,1200,20.3,0
2026-04-03 05:00:00,R2,Station Road (Arterial),5,4,0,132.1,800,16.5,0
2026-04-03 05:00:00,R3,College Chowk (Residential),5,4,0,57.5,400,14.4,0
2026-04-03 05:00:00,R4,Ring Road (Highway),5,4,0,212.0,1400,15.1,0
2026-04-03 05:00:00,R5,Market Square (Arterial),5,4,0,127.4,700,18.2,0
2026-04-03 06:00:00,R1,MG Road (Highway),6,4,0,272.4,1200,22.7,0
2026-04-03 06:00:00,R2,Station Road (Arterial),6,4,0,153.7,800,19.2,0
2026-04-03 06:00:00,R3,College Chowk (Residential),6,4,0,74.7,400,18.7,0
2026-04-03 06:00:00,R4,Ring Road (Highway),6,4,0,265.4,1400,19.0,0
2026-04-03 06:00:00,R5,Market Square (Arterial),6,4,0,131.4,700,18.8,0
2026-04-03 07:00:00,R1,MG Road (Highway),7,4,0,478.4,1200,39.9,0
2026-04-03 07:00:00,R2,Station Road (Arterial),7,4,0,303.8,800,38.0,0
2026-04-03 07:00:00,R3,College Chowk (Residential),7,4,0,125.2,400,31.3,0
2026-04-03 07:00:00,R4,Ring Road (Highway),7,4,0,554.0,1400,39.6,0
2026-04-03 07:00:00,R5,Market Square (Arterial),7,4,0,292.4,700,41.8,0
2026-04-03 08:00:00,R1,MG Road (Highway),8,4,0,803.4,1200,66.9,0
2026-04-03 08:00:00,R2,Station Road (Arterial),8,4,0,470.4,800,58.8,0
2026-04-03 08:00:00,R3,College Chowk (Residential),8,4,0,189.1,400,47.3,0
2026-04-03 08:00:00,R4,Ring Road (Highway),8,4,0,836.5,1400,59.8,0
2026-04-03 08:00:00,R5,Market Square (Arterial),8,4,0,438.0,700,62.6,0
2026-04-03 09:00:00,R1,MG Road (Highway),9,4,0,839.2,1200,69.9,0
2026-04-03 09:00:00,R2,Station Road (Arterial),9,4,0,590.7,800,73.8,0
2026-04-03 09:00:00,R3,College Chowk (Residential),9,4,0,228.4,400,57.1,0
2026-04-03 09:00:00,R4,Ring Road (Highway),9,4,0,1057.8,1400,75.6,0
2026-04-03 09:00:00,R5,Market Square (Arterial),9,4,0,529.0,700,75.6,0
2026-04-03 10:00:00,R1,MG Road (Highway),10,4,0,611.5,1200,51.0,0
2026-04-03 10:00:00,R2,Station Road (Arterial),10,4,0,441.2,800,55.1,0
2026-04-03 10:00:00,R3,College Chowk (Residential),10,4,0,188.5,400,47.1,0
2026-04-03 10:00:00,R4,Ring Road (Highway),10,4,0,852.0,1400,60.9,0
2026-04-03 10:00:00,R5,Market Square (Arterial),10,4,0,436.8,700,62.4,0
2026-04-03 11:00:00,R1,MG Road (Highway),11,4,0,476.1,1200,39.7,0
2026-04-03 11:00:00,R2,Station Road (Arterial),11,4,0,325.8,800,40.7,0
2026-04-03 11:00:00,R3,College Chowk (Residential),11,4,0,119.1,400,29.8,0
2026-04-03 11:00:00,R4,Ring Road (Highway),11,4,0,509.9,1400,36.4,0
2026-04-03 11:00:00,R5,Market Square (Arterial),11,4,0,228.0,700,32.6,0
2026-04-03 12:00:00,R1,MG Road (Highway),12,4,0,432.6,1200,36.0,1
2026-04-03 12:00:00,R2,Station Road (Arterial),12,4,0,179.9,800,22.5,0
2026-04-03 12:00:00,R3,College Chowk (Residential),12,4,0,74.9,400,18.7,0
2026-04-03 12:00:00,R4,Ring Road (Highway),12,4,0,348.9,1400,24.9,0
2026-04-03 12:00:00,R5,Market Square (Arterial),12,4,0,145.0,700,20.7,0
2026-04-03 13:00:00,R1,MG Road (Highway),13,4,0,369.3,1200,30.8,1
2026-04-03 13:00:00,R2,Station Road (Arterial),13,4,0,137.0,800,17.1,0
2026-04-03 13:00:00,R3,College Chowk (Residential),13,4,0,62.6,400,15.6,0
2026-04-03 13:00:00,R4,Ring Road (Highway),13,4,0,244.2,1400,17.4,0
2026-04-03 13:00:00,R5,Market Square (Arterial),13,4,0,136.0,700,19.4,0
2026-04-03 14:00:00,R1,MG Road (Highway),14,4,0,218.3,1200,18.2,0
2026-04-03 14:00:00,R2,Station Road (Arterial),14,4,0,147.0,800,18.4,0
2026-04-03 14:00:00,R3,College Chowk (Residential),14,4,0,58.3,400,14.6,0
2026-04-03 14:00:00,R4,Ring Road (Highway),14,4,0,245.5,1400,17.5,0
